0209-02Mb-upNew,6.487960e+03,4.914828e+02,26,9.058593e-01,6,1.232676e+00,1.179629e+02,1.933747e+02,3.833333e+00,7.773615e-01,2.248289e+01,4.612018e+01,1.056916e+02,3.098631e+00,1,3,5,9,9,12,13,18,21,21,21,21,21,22,22,22,22,24,24,24,24,24,23,21,21,21,21,16,16,16,15,14,13,11,8,6,6,4,3,2,2,2,1,1,1,1,1,1,1,0,
020910-02Rpy,8.179495e+03,4.955873e+02,46,8.715443e-01,12,1.492789e+00,8.609995e+01,2.410404e+02,6.223404e+00,6.700166e-01,1.960956e+01,-4.471542e+01,5.101336e+01,4.432006e+00,1,5,6,9,8,9,11,14,17,18,16,17,18,18,20,22,21,23,24,23,23,26,28,27,26,25,24,25,24,23,22,20,19,18,17,14,13,12,12,11,11,10,8,7,4,4,4,2,1,0,
020910-03aLentirePy,9.338702e+03,7.680508e+02,50,9.056529e-01,16,1.146050e+00,9.246239e+01,2.444720e+02,7.485149e+00,4.669584e-01,3.340069e+01,2.728833e+00,6.258150e+01,-5.390918e+00,1,4,4,10,17,22,24,25,25,28,29,29,29,30,29,28,28,26,22,19,16,14,11,11,11,10,9,6,6,5,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,
020910-03aRentire,6.774060e+03,6.873371e+02,42,8.868850e-01,18,1.120700e+00,7.969482e+01,2.763570e+02,9.129412e+00,4.771382e-01,2.760036e+01,2.541757e+01,1.146132e+02,-3.734782e+00,1,3,4,6,7,6,9,11,11,19,16,18,16,18,18,17,15,18,17,18,14,14,12,12,11,11,10,10,9,10,9,8,7,7,8,7,5,6,6,4,3,3,2,1,1,1,1,1,1,0,
020910-04-1to29aNewPy,1.067574e+04,6.306279e+02,63,8.869039e-01,22,1.334892e+00,8.406098e+01,2.447134e+02,8.409449e+00,6.498838e-01,1.809112e+01,2.010800e+01,6.972679e+01,2.006628e+00,1,4,5,11,15,16,20,25,23,29,30,33,31,30,31,32,34,33,33,30,29,28,25,26,21,19,15,11,11,12,12,10,9,10,6,5,4,3,3,4,2,2,2,2,2,2,2,2,1,0,
020910-04-1to29bPy,4.949928e+03,7.257851e+02,28,8.902557e-01,13,1.411614e+00,8.684085e+01,2.725339e+02,5.543860e+00,5.641859e-01,1.695041e+01,-2.244846e+01,1.617581e+02,4.141045e+00,1,7,6,8,10,12,11,11,11,12,13,14,14,14,13,11,10,10,9,10,8,6,5,4,6,6,5,4,5,5,6,7,6,6,6,4,4,4,4,3,3,3,3,3,3,3,2,1,1,0,
020910-04-1to29dPy,6.681898e+03,6.813345e+02,41,8.564587e-01,18,1.285819e+00,7.954641e+01,2.636340e+02,7.975904e+00,4.735097e-01,1.391888e+01,-1.404321e+01,1.113086e+02,4.566286e+00,1,4,5,9,11,14,15,16,19,19,20,19,21,15,16,15,14,13,14,14,12,11,11,9,8,8,8,8,7,7,8,7,6,7,6,6,5,6,6,4,3,4,4,4,4,3,2,1,1,0,
020910-04-3to31-01upPy,9.644159e+03,7.602432e+02,46,8.917814e-01,17,1.224775e+00,1.037006e+02,2.661697e+02,7.634409e+00,5.740653e-01,1.642581e+01,-2.777060e+01,1.225542e+02,7.941295e-01,1,5,8,11,14,14,19,19,21,22,23,27,34,29,28,28,27,31,28,25,20,19,16,12,12,8,9,9,7,7,7,7,5,4,3,4,4,3,3,4,5,2,2,2,2,2,2,2,2,0,
020910-B09Lpy,8.941508e+03,6.142851e+02,41,9.190441e-01,12,9.911386e-01,1.039710e+02,2.532818e+02,5.223529e+00,6.839741e-01,1.908994e+01,-1.458298e+01,8.717444e+01,7.105051e-01,1,4,6,8,10,13,19,20,21,24,26,26,26,26,28,27,25,22,20,19,18,21,20,17,17,17,15,13,12,13,12,12,11,11,11,9,9,9,8,8,7,7,5,4,4,3,3,2,1,0,
020910-B09Rpy,5.528671e+03,5.417067e+02,38,8.926677e-01,15,1.361865e+00,7.180092e+01,2.237267e+02,6.181818e+00,4.973364e-01,1.048291e+01,-5.573793e+00,1.172454e+02,-3.899823e+00,1,8,7,6,10,10,10,13,13,18,19,20,20,19,17,16,14,14,13,13,13,11,14,11,11,8,6,6,6,7,6,7,6,6,7,8,7,6,5,5,4,4,3,3,3,3,3,3,2,0,
020910C-07-1to41aupPy,7.018590e+03,8.893631e+02,29,9.024341e-01,15,1.350607e+00,1.189592e+02,3.149547e+02,6.644068e+00,4.938727e-01,1.895479e+01,-5.068523e+00,2.011080e+02,-2.594407e+00,1,5,10,11,11,13,13,14,14,15,17,18,14,12,13,14,13,14,13,11,10,8,8,8,10,9,9,9,8,6,5,5,5,5,4,3,3,2,2,2,2,2,2,1,1,1,1,1,1,0,
020910C-07-1to41bup,8.021725e+03,6.345461e+02,43,9.139568e-01,10,1.408969e+00,9.220374e+01,2.266878e+02,6.436782e+00,5.077992e-01,1.433424e+01,2.607941e+01,4.661665e+01,4.273837e+00,1,4,6,9,11,13,14,16,21,21,23,23,24,27,26,26,28,28,29,28,25,23,21,20,16,13,11,11,10,8,6,5,5,5,5,5,5,4,4,2,2,2,1,1,1,1,1,1,1,0,
020910C-07-1to41cNew,8.688704e+03,8.584747e+02,42,8.888894e-01,11,1.034994e+00,9.654115e+01,2.669148e+02,6.047059e+00,4.673716e-01,1.492682e+01,1.676414e+01,1.136836e+02,-1.725403e+00,1,7,10,14,14,16,18,18,18,18,19,22,22,22,23,25,25,24,22,21,19,18,14,14,10,7,7,6,5,5,5,5,5,4,4,3,3,3,1,1,1,1,1,1,1,1,1,1,1,0,
020910C-07-1to41cupPy,8.692343e+03,8.584463e+02,37,8.846759e-01,11,1.025894e+00,1.073129e+02,2.666779e+02,5.474359e+00,4.673664e-01,1.492466e+01,1.678431e+01,1.138181e+02,-1.727851e+00,1,7,10,14,14,16,18,18,18,18,19,22,22,22,23,25,25,24,22,21,19,18,14,14,10,7,7,6,5,5,5,5,5,4,4,3,3,3,1,1,1,1,1,1,1,1,1,1,1,0,
020910c-02-01,7.771493e+03,5.964283e+02,46,8.731533e-01,17,1.292900e+00,8.267546e+01,2.334753e+02,7.698925e+00,5.150300e-01,1.479113e+01,3.746172e+00,7.911739e+01,2.210634e+00,1,2,2,7,8,9,16,20,20,23,28,24,25,28,25,24,26,25,20,21,21,18,17,17,17,15,11,9,10,8,9,9,8,5,6,6,6,4,4,3,3,2,1,1,1,1,1,1,1,0,
020910c-02-6to31-02,7.112547e+03,6.885015e+02,42,9.049386e-01,10,1.362933e+00,8.082440e+01,2.364972e+02,5.552941e+00,5.151549e-01,1.618129e+01,1.326616e+01,7.135652e+01,3.330867e-02,1,5,8,11,15,17,19,18,19,19,20,20,20,22,22,20,20,18,17,16,15,14,13,13,11,10,12,11,9,9,8,6,5,5,4,3,2,2,2,2,3,3,2,2,2,2,2,1,1,0,
020910c-07-2aNewPy,8.242813e+03,5.917071e+02,46,8.903913e-01,15,1.375931e+00,8.768950e+01,2.529029e+02,6.606383e+00,6.117490e-01,1.518770e+01,-4.642054e+00,1.253568e+02,3.946245e+00,1,3,6,9,10,12,14,17,23,26,23,23,22,25,19,26,23,21,20,20,20,19,19,19,17,15,15,12,9,7,9,8,7,6,8,8,8,8,8,9,10,9,7,6,1,1,1,1,1,0,
020910c-07-2bNewPy,8.112149e+03,5.961682e+02,39,8.940079e-01,12,1.404227e+00,1.014019e+02,2.429220e+02,6,4.811612e-01,1.241923e+01,1.398740e+01,8.745663e+01,-1.945612e+00,1,3,3,8,10,16,17,18,20,21,25,24,26,26,25,25,25,23,22,25,21,22,21,19,15,13,13,12,10,9,8,8,7,7,6,6,6,5,5,4,3,2,2,2,2,2,2,2,1,0,
020910c-07-2cNewPy,6.974928e+03,6.442158e+02,28,9.323558e-01,14,1.273774e+00,1.143431e+02,2.773572e+02,6.017241e+00,5.735356e-01,1.714964e+01,6.981949e+00,1.089132e+02,-3.805714e+00,1,6,5,6,8,9,12,13,14,11,14,15,15,15,15,15,16,16,16,16,15,17,16,18,17,17,16,15,14,13,13,11,9,10,11,9,9,9,9,7,5,5,4,3,3,2,2,1,1,0,
020910c-07a-01,8.415838e+03,6.686969e+02,44,9.010238e-01,22,1.314663e+00,9.248174e+01,2.743109e+02,9.303371e+00,4.682094e-01,1.542156e+01,-5.644208e-01,1.283644e+02,8.992747e-03,1,3,8,7,8,12,15,15,17,18,21,23,24,22,21,25,21,23,22,22,21,19,18,15,14,12,10,10,10,9,8,6,6,5,5,5,6,6,5,5,5,5,5,6,5,5,4,4,2,0,
020910c-07a-02,1.185173e+04,6.899047e+02,59,9.052472e-01,14,1.415932e+00,1.004384e+02,2.532555e+02,6.991597e+00,5.166658e-01,1.339350e+01,5.839438e+00,1.082422e+02,3.745258e+00,1,6,8,11,16,18,19,20,29,29,34,37,37,35,36,38,36,37,36,34,32,31,29,25,19,15,14,15,10,11,11,11,11,10,11,11,9,8,7,5,5,5,5,4,4,4,4,4,1,0,
02092012-cell-2,8.625613e+02,2.622358e+02,6,7.569931e-01,5,1.782691e+00,5.391008e+01,1.058688e+02,2.235294e+00,8.486351e-01,3.348317e+00,2.104557e+01,3.618409e+00,1.214875e+01,1,6,6,6,6,4,5,5,5,5,5,5,5,5,6,6,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,4,4,4,3,8,7,6,4,4,4,4,4,4,3,1,0,
02092012-cell-3,1.267071e+03,3.194837e+02,6,7.509873e-01,3,2.038344e+00,7.453361e+01,1.267890e+02,1.833333e+00,3.412764e-01,2.286602e+00,3.234384e+00,2.471049e+01,-1.051015e+01,1,7,7,5,5,5,5,6,6,6,6,6,9,8,6,11,7,7,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,0,
02092012-cell-5,8.432628e+02,3.108748e+02,3,9.025854e-01,2,1.915956e+00,9.369587e+01,1.131710e+02,1.300000e+00,9.162314e-01,1.909908e+01,1.339928e+01,3.848388e+01,3.985468e+00,1,5,5,3,3,4,4,4,5,5,6,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,
021102,2.971148e+03,1.865425e+02,132,7.136463e-01,14,1.801595e+00,1.088333e+01,8.649682e+01,7.054745e+00,7.070161e-01,1.937578e+01,7.945881e+00,3.100614e+01,5.722331e+00,1,11,11,11,9,9,10,9,16,17,17,17,17,18,18,21,24,32,35,35,26,26,27,19,18,24,25,20,22,21,23,15,18,17,15,12,13,12,8,8,6,6,5,6,6,5,3,2,2,0,
021105,2.540039e+03,1.583276e+02,81,7.733233e-01,13,1.581335e+00,1.494141e+01,7.472984e+01,6.444444e+00,8.607868e-01,4.196667e+01,3.301291e+00,2.529453e+01,4.604186e-01,1,10,10,10,10,10,11,9,11,12,17,16,16,16,26,24,28,22,26,32,31,28,24,24,28,28,26,28,26,28,28,22,23,24,16,13,15,11,10,10,10,10,9,7,4,3,2,2,1,0,
02112012-cell-1,2.395025e+03,6.449169e+02,5,8.252498e-01,3,2.002743e+00,1.496891e+02,1.909870e+02,1.529412e+00,3.462074e-01,3.614184e+00,4.674720e+01,-9.996849e+00,1.038531e+01,1,6,6,7,6,6,7,7,7,9,8,7,5,5,5,5,5,5,5,5,4,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,
02112012-cell-2,5.269488e+02,3.023729e+02,4,9.137952e-01,4,2.171461e+00,5.269488e+01,1.585496e+02,2,2.595939e-01,3.009009e+00,-1.348481e+01,1.302322e+02,1.378222e+01,1,4,4,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,4,4,4,3,3,2,2,2,2,1,1,1,1,1,1,1,1,1,0,
021201,2.565248e+03,1.419881e+02,63,8.248591e-01,10,1.643812e+00,1.845503e+01,6.810607e+01,4.721429e+00,6.130279e-01,2.594297e+01,1.779618e+01,8.114725e+00,3.760212e+00,1,15,15,15,15,17,16,18,18,20,23,23,24,25,26,23,22,21,21,16,20,20,21,19,20,21,19,21,22,25,24,19,21,18,18,17,16,14,15,10,9,6,4,3,4,3,3,2,1,0,
021202,3.389355e+03,1.953100e+02,93,7.800603e-01,13,1.592486e+00,1.747090e+01,9.164405e+01,5.702564e+00,6.294060e-01,1.430000e+01,2.477422e+01,2.160947e+01,-9.640712e+00,1,10,10,10,8,8,12,11,11,12,17,17,17,18,23,24,25,22,19,20,20,21,21,31,31,24,21,27,23,19,15,16,11,12,10,8,8,7,6,6,4,2,2,2,2,2,2,2,1,0,
021204,3.611314e+03,1.841557e+02,153,7.250134e-01,16,1.625970e+00,1.164940e+01,9.235416e+01,8.257235e+00,8.941230e-01,2.904903e+01,-1.600857e+01,3.238127e+01,-2.011569e-01,1,6,6,6,7,7,12,16,23,21,18,24,26,30,27,30,31,34,34,32,24,25,24,18,21,19,21,16,13,12,14,12,14,17,15,17,14,14,13,11,10,9,9,6,6,3,2,1,1,0,
030101,4.253132e+03,2.364969e+02,44,8.068312e-01,8,1.343269e+00,4.339931e+01,9.986119e+01,3.757576e+00,9.871932e-01,3.135593e+01,-2.923814e+00,4.556753e+00,-5.388398e+00,1,12,12,11,13,16,17,19,20,24,28,31,30,31,31,29,27,25,26,28,27,26,27,26,18,18,19,19,16,17,14,11,10,7,3,3,3,3,3,4,3,1,1,1,1,1,1,1,1,0,
030102,3.430406e+03,2.710164e+02,67,7.518371e-01,8,1.478032e+00,2.398886e+01,8.983505e+01,4.354167e+00,6.283963e-01,1.049481e+01,-7.876269e+00,-3.522541e+00,1.193479e+01,1,11,9,9,11,15,18,23,25,32,30,31,33,29,30,27,24,19,15,12,10,6,6,5,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,
030103,2.969773e+03,2.520556e+02,73,7.874343e-01,13,1.406828e+00,1.940828e+01,8.733010e+01,5.480769e+00,1.126195e+00,3.588557e+01,-1.641599e+01,2.857776e+01,1.576482e+00,1,11,9,9,17,20,16,25,27,24,25,23,24,22,19,18,14,12,13,12,13,15,10,8,8,9,6,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,
030104,3.572489e+03,2.232066e+02,71,7.934566e-01,16,1.395173e+00,2.397644e+01,8.491172e+01,6.793333e+00,5.580018e-01,1.105178e+01,3.003349e+01,1.751096e+01,-8.973552e+00,1,9,9,7,8,10,17,20,26,24,27,27,29,34,32,34,32,34,37,33,28,23,22,21,15,12,7,5,6,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,
